title,vegetarian,vegan,glutenFree,dairyFree,ingredients,sustainable,veryHealthy,lowFodmap,ketogenic,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Vitamin E/mg,Carbohydrates/g,Magnesium/mg,Cholesterol/mg,Zinc/mg,Sodium/mg,Copper/mg,Sugar/g,Fiber/g,Alcohol/g,Diabetes,High Protein,High Fat,Low Carbohydrate,Obesity,BP,Heart
"Roasted Brussels Sprouts With Capers, Walnuts And Anchovies",0,0,1,1,"anchovies,brussels sprouts,capers,garlic cloves,grainy mustard,honey,olive oil,red wine vinegar,salt and pepper,shallots,walnuts",0,1,0,0,96.0,9.59,67.76,22.65,611.24,49.2,7.33,36.99,110.32,6.8,2.17,444.4,0.62,14.34,12.52,0.0,0,0,1,0,0,1,1
Labneh With Chilli And Anchovy,0,0,0,0,"anchovy fillets,bell pepper,bread,chilli,juice of lemon,low fat greek yoghurt,parsley leaves,salt",0,0,0,0,17.0,44.33,20.93,34.74,505.6,11.62,1.59,43.4,35.24,31.4,0.72,1524.96,0.13,27.6,3.49,0.0,0,1,0,0,1,1,1
Lightened-up Chicken Caesar Platter,0,0,1,0,"anchovy,chicken breasts,dijon mustard,fat-free mayonnaise,garlic clove,hearts of romaine,juice of lemon,olive oil,parmesan cheese,tomatoes,worcestershire sauce",0,1,0,0,67.0,37.3,56.51,6.19,1141.35,71.46,9.43,17.59,171.15,303.77,3.84,1024.51,0.31,7.86,6.36,0.0,1,1,1,1,0,1,1
Pasta With Anchovy Bread Crumb Topping,0,0,0,0,"anchovies,cherry tomatoes,fresh parsley,garlic,olive oil,oregano,parmesan,pasta,rustic bread,salt and pepper,shallot",0,0,0,0,20.0,15.1,30.16,54.74,650.02,21.79,2.12,88.97,83.72,18.3,2.32,673.73,0.4,13.9,5.77,0.0,0,0,0,0,1,1,1
Shrimp and Pasta Puttanesca,0,0,0,1,"black pepper,capers,kalamata olives,linguine,marinara sauce,olive oil,shrimp",0,0,0,0,27.0,24.65,17.36,57.99,662.45,12.74,5.73,95.79,130.99,285.76,4.21,2330.55,0.88,11.01,7.36,0.0,0,0,0,0,1,1,1
"Winter Greens, Asiago, and Anchovy Pizza",0,0,0,0,"asiago cheese,baby spinach,canned anchovy,crushed red pepper,garlic cloves,part-skim mozzarella cheese,pizza crust,raisins,red onion,salt,turnip greens",0,0,0,0,36.0,19.86,25.23,54.91,373.14,10.63,1.58,52.07,47.38,23.67,1.29,936.37,0.22,3.53,4.21,0.0,0,0,0,0,1,1,1
"Pappardelle with Zucchini, Anchovies and Mint",0,0,0,1,"anchovies,chives,coarse sea salt,crushed red pepper,garlic cloves,lemon wedges,mint,olive oil,pappardelle,zucchini",0,0,0,0,16.0,15.33,29.19,55.48,419.01,13.68,1.85,58.52,74.64,74.84,2.19,240.91,0.34,4.33,3.9,0.0,0,0,0,0,1,1,1
Wheat Noodles with Anchovy Sauce: Bigoli en Salsa,0,0,0,0,"eggs,milk,olive oil,onion,parsley,salted anchovies,whole wheat flour",0,0,0,0,48.0,13.39,36.23,50.38,703.18,29.57,4.57,92.52,189.73,166.73,4.15,695.48,0.58,3.6,14.25,0.0,0,0,0,0,1,1,1
Tuna Caper Dip,0,0,1,0,"anchovies,canned tuna,capers,coarse salt,fresh parsley leaves,lemon juice,red pepper flakes,sour cream",0,0,0,0,38.0,42.67,52.23,5.1,288.05,17.05,1.04,3.75,52.82,95.7,1.59,734.41,0.14,2.49,0.67,0.0,1,1,1,1,0,1,1
Puttanesca Baked Cod,0,0,1,1,"anchovies in olive oil,capers,cod,garlic cloves,olive oil,olives,red pepper flakes,tomatoes",0,1,0,0,100.0,39.72,40.96,19.32,709.13,33.04,11.71,35.06,213.9,156.48,3.29,1604.97,0.71,21.22,11.45,0.0,1,1,0,1,1,1,1
Alex's Anchovy Bucatini,0,0,0,0,"bucatini pasta,canned anchovy fillets,garlic cloves,italian bread,olive oil,parmigiano reggiano,parsley leaves,red chili flakes,roasted red bell peppers,salt,sweet onion",0,0,0,0,22.0,13.14,42.33,44.53,923.37,43.35,5.26,102.6,100.37,32.6,2.92,2009.32,0.52,11.74,5.51,0.0,0,0,0,0,1,1,1
"Onion, Anchovy And Olive Tart",0,0,0,0,"anchovy,balsamic vinegar,black olives,brown onions,brown sugar,olive oil,oregano leaves,parmesan,puff pastry",0,0,0,0,17.0,6.65,60.08,33.27,733.07,49.48,2.88,61.64,43.55,8.8,1.1,463.2,0.21,10.82,5.08,0.0,0,0,1,0,0,1,1
Springtime Asparagus Pizza,0,0,0,0,"asparagus,chili flakes,goat cheese,lemon zest,oil-packed anchovies,pizza dough,shredded mozzarella",0,0,0,0,4.0,20.97,34.45,44.58,143.47,5.59,0.45,16.28,9.17,14.02,0.6,380.13,0.14,2.72,1.19,0.0,0,0,0,0,1,1,1
Anchovy and Roasted-Pepper Salad with Goat Cheese,0,0,0,0,"bread,capers,garlic clove,goat cheese,oil packed tuna,olive oil,olives,red bell peppers,red wine vinegar,rosemary,yellow bell peppers",0,0,0,0,15.0,17.21,50.48,32.31,263.87,15.02,1.94,21.63,35.11,17.57,0.95,469.35,0.42,4.39,3.2,0.0,0,0,1,0,0,1,1
Farmers’ Pasta,0,0,0,0,"anchovy,dried bay leaves,edam cheese,flour,fresh basil leaves,fresh flat-leaf parsley,garlic,manchego cheese,mozzarella cheese,nutmeg,olive oil,parmigiano reggiano cheese,penne rigate,sea-salt,whole milk",0,0,0,0,29.0,20.04,46.73,33.23,710.71,36.64,1.36,58.63,73.67,90.23,3.56,985.57,0.26,13.04,2.16,0.0,0,0,0,0,1,1,1
The Secret Ingredient (anchovy): Green Caesar Salad,0,0,0,0,"anchovy filets,baby spinach,baguette,dijon mustard,egg yolk,extra virgin olive oil,garlic,lemon juice,pepper,romaine,romano cheese,worcestershire sauce",0,0,0,0,38.0,10.63,71.75,17.62,864.85,69.75,9.34,38.54,75.38,235.7,2.37,929.27,0.27,2.31,3.58,0.0,1,0,1,1,0,1,1
Pan-Seared Skirt Steak with Anchovies and Lime,0,0,1,1,"canned anchovy fillets,garlic clove,kosher salt,lime juice,olive oil,scallions,steaks,water",0,0,0,0,24.0,36.79,62.25,0.96,418.48,28.95,1.02,1.0,47.35,115.81,9.11,804.18,0.19,0.21,0.0,0.0,1,1,1,1,0,1,1
Roasted Tomato Spaghetti,0,0,0,1,"anchovy,canned tomatoes,fresh parsley,garlic cloves,kalamata olives,olive oil,oregano,red onion,red pepper flakes,spaghetti",0,1,0,0,68.0,12.39,21.07,66.54,620.49,14.76,4.77,104.9,109.73,1.8,2.34,454.59,0.74,13.6,8.88,0.0,0,0,0,0,1,1,1
Crispy Potato Salad With Chimichurri Sauce,0,0,1,1,"anchovy,celery leaves,celery stalk,crushed red pepper,fresh basil,garlic cloves,lemon juice,olive oil,parsley,potatoes,salt,tomatillo",0,1,0,0,100.0,11.21,45.9,42.89,542.14,28.72,4.55,60.4,135.84,8.4,2.25,338.68,1.96,2.96,13.44,0.0,0,0,0,0,1,1,1
"Balsamic, Caper, And Anchovy Marinade",0,0,1,1,"anchovies,balsamic vinegar,black peppercorns,capers,coarse salt,fresh flat-leaf parsley,lemon juice,lemon zest,olive oil,red onion",0,0,0,0,1.0,2.02,87.36,10.62,30.49,3.04,0.45,0.83,0.0,0.2,0.0,108.05,0.0,0.38,0.0,0.0,1,0,1,1,0,1,1
"Broccolini With Anchovies, Currants &toasted Breadcrumbs",0,0,0,1,"broccolini,breadcrumbs,currants,extra virgin olive oil,garlic,juice of lemon,kosher salt,oil-packed anchovies,red pepper flakes",0,0,0,0,31.0,13.69,27.82,58.49,522.5,16.82,2.6,79.57,43.98,10.2,1.11,916.13,0.38,44.25,8.1,0.0,0,0,0,0,1,1,1
Radish And Escarole Salad With Anchovy Vinaigrette,0,0,1,1,"anchovies,escarole,olive oil,radishes,red wine vinegar,salt and pepper",0,0,1,0,27.0,3.21,91.48,5.31,171.25,17.77,2.78,2.32,11.15,1.8,0.53,214.96,0.07,0.37,1.94,0.0,1,0,1,1,0,1,1
Bagna Cauda (piedmontese Warm Garlic-anchovy Dip),0,0,1,1,"anchovy,bell pepper,blanched almonds,olive oil,salt,whole garlic",0,0,0,0,46.0,11.39,46.56,42.05,86.05,4.58,1.96,9.31,16.49,2.0,0.44,202.88,0.07,3.32,1.96,0.0,0,0,0,0,1,1,1
The Perfect Caesar Salad,0,0,0,0,"anchovies,cloves garlic,coarse salt,coarse salt,crusty bread,dijon mustard,egg yolks,fresh flat-leaf parsley,garlic,lemon juice,olive oil,parmesan cheese,romaine lettuce",0,1,0,0,89.0,17.16,33.06,49.78,1045.33,39.41,4.79,133.55,165.37,209.65,4.71,2007.21,0.63,13.2,18.2,0.0,0,0,0,0,1,1,1
Bittermelon With Pork And Blackbean Sauce,0,0,0,1,"anchovies,bitter melon,black bean sauce,garlic,ground pork,mirin,miso,sugar",0,0,0,0,27.0,24.28,63.09,12.63,709.25,49.49,0.0,22.29,62.94,163.89,5.94,1576.47,0.17,11.97,4.68,1.7,1,0,1,1,0,1,1
Roasted Cauliflower With Lemon And Anchovies,0,0,0,1,"anchovy,cauliflower,garlic,lemon zest,olive oil,salt and pepper,seasoned breadcrumbs,water",0,0,0,0,36.0,7.02,72.58,20.4,342.52,28.52,4.07,18.03,31.72,3.75,0.73,252.17,0.12,3.65,3.72,0.0,1,0,1,1,0,1,1
Little Gem Lettuce With House Caesar Dressing,0,0,0,0,"baguette,bell pepper,champagne vinegar,dijon mustard,extra virgin olive oil,juice of lemon,olive oil,parmesan cheese,romaine lettuce,sea salt,whole garlic,worcestershire sauce",0,1,0,0,100.0,8.49,65.13,26.38,810.28,61.37,10.32,55.94,144.34,5.67,2.76,693.98,0.51,14.22,20.4,0.0,0,0,1,0,0,1,1
Challenging Misconceptions: Potato Pizza – A cooking blog - Kitchenist,0,0,0,0,"anchovy,basil,egg,mozzarella cheese,olive oil,oregano,plain flour,potato,potatoes,summer squash,tomatoes,unsalted butter",0,0,0,0,16.0,16.85,41.49,41.66,371.77,17.36,1.38,39.22,55.1,81.44,1.92,234.27,0.65,2.89,4.99,0.0,0,0,0,0,1,1,1
Broccoflower with Anchovies and Garlic,0,0,1,1,"canned anchovies,fresh parsley,garlic cloves,golden raisins,olive oil,pine nuts,red pepper flakes",0,0,0,0,28.0,9.98,75.23,14.79,240.99,20.88,3.32,9.24,36.97,13.39,1.01,582.79,0.21,5.72,0.83,0.0,1,0,1,1,0,1,1
Tarragon Chicken with Anchovy Cream,0,0,1,0,"anchovy,chicken breasts,crème fraîche,lemon juice,lemon zest,olive oil,parmesan cheese,salt and pepper,tarragon,tarragon,chopsticks",0,0,0,0,6.0,40.64,55.18,4.18,201.08,12.22,0.82,2.08,31.43,72.28,0.76,358.46,0.04,1.06,0.0,0.0,1,1,1,1,0,1,1
Slow-roasted Cauliflower With Pounded Anchovies,0,0,0,1,"anchovy,bread,cauliflower,extra virgin olive oil,garlic,parsley,bell pepper,sea salt",0,1,0,0,69.0,9.94,61.43,28.63,626.69,45.22,7.79,47.41,113.44,4.8,2.26,526.01,0.31,15.85,14.38,0.0,0,0,1,0,0,1,1
Roasted Radishes With Anchovies,0,0,1,1,"anchovies,capers,garlic,olive oil,radishes,salt and pepper",0,0,0,0,11.0,6.37,90.8,2.83,566.09,58.14,8.42,4.09,25.13,24.0,0.87,523.64,0.18,0.31,0.87,0.0,1,0,1,1,0,1,1
More of the same: Tricolore Eggplant Bruschetta – A cooking blog - Kitchenist,0,0,1,0,"anchovy,basil leaves,capers,cherry tomatoes,eggplant,eggplant,mozzarella balls,olive oil,sea-salt,table salt,adapted from plenty by yotam ottolenghi,when you're the bruschette",0,0,0,0,11.0,22.26,61.67,16.07,396.12,29.1,1.86,17.06,42.96,41.52,0.55,1479.98,0.27,10.25,7.58,0.0,1,0,1,1,0,1,1
"Spaghettini with Tomatoes, Anchovies and Almonds",0,0,0,0,"almonds,basil leaves,beefsteak tomatoes,capers,crushed red pepper,garlic clove,oil-packed anchovies,olive oil,pecorino cheese,salt and pepper,scallions,spaghettini",0,0,0,0,32.0,11.71,43.46,44.83,567.89,27.74,6.55,64.37,91.75,10.37,1.93,452.71,0.43,5.64,5.46,0.0,0,0,0,0,1,1,1
Gemelli with Broccoli Rabe and Anchovies,0,0,0,1,"anchovy fillets,broccoli rabe,garlic cloves,gemelli,olive oil,panko,red pepper flakes",0,1,0,0,86.0,12.21,35.87,51.92,513.04,20.54,4.02,66.88,65.87,5.67,2.0,116.11,0.31,2.97,5.03,0.0,0,0,0,0,1,1,1
"Tuscan Kale With Lemon, Parmesan & White Anchovies",0,0,0,0,"anchovy,garlic,juice of lemon,kale,kosher salt,lemon,lemon zest,olive oil,parmesan cheese,red pepper flakes,rustic bread",0,1,0,0,54.0,6.45,59.35,34.2,6996.15,463.07,8.32,600.33,253.52,45.8,4.17,5263.38,0.98,350.89,40.16,0.0,0,0,1,0,0,1,1
Turkey Cutlets in Anchovy-Butter Sauce,0,0,0,0,"anchovy paste,chives,dry white wine,flour,olive oil,shallot,turkey cutlets,unsalted butter",0,0,0,0,2.0,44.42,45.04,10.54,448.48,20.19,1.86,10.63,12.51,131.44,0.26,193.65,0.04,1.13,0.52,6.18,1,1,0,1,1,1,1
Grilled Pork Chops with Anchovies and Swiss Chard,0,0,1,1,"crushed red pepper,garlic cloves,kosher salt,oil-packed anchovies,olive oil,pork chops,swiss chard",0,1,0,0,81.0,42.81,49.92,7.27,515.72,28.53,6.51,9.35,248.03,157.62,4.53,1032.29,0.56,2.53,3.71,0.0,1,1,0,1,1,1,1
Tart Green Salad with Avocado Dressing,0,0,1,0,"anchovy,avocado,chives,coarse salt,garlic,lemon balm,lemon juice,low fat buttermilk,sorrel",0,0,0,0,12.0,14.48,53.78,31.74,66.64,4.27,0.55,5.67,45.74,1.8,0.39,231.18,0.08,1.73,2.42,0.0,0,0,1,0,0,1,1
Beets And Kale With Creamy Tofu Dressing,0,0,1,0,"anchovies,beets,coarse salt,garlic,kale,lemon juice,olive oil,parmesan,silken tofu",0,0,0,0,47.0,17.76,15.15,67.09,74.9,1.37,0.15,13.68,37.92,1.54,0.6,298.53,0.33,8.19,3.25,0.0,0,0,0,0,1,1,1
Farro & Tomato Salad With Basil & Anchovies,0,0,0,1,"cherry tomatoes,cucumber,farro,fresh basil leaves,olive oil,pepper,salt,salt packed anchovy,sherry vinegar,water",0,0,0,0,26.0,5.96,50.91,43.13,374.91,21.71,3.25,41.38,50.27,0.0,1.21,94.35,0.3,1.88,8.41,0.0,0,0,1,0,0,1,1
Cauliflower With A Sicilian Anchovy Crust,0,0,0,0,"anchovy,bread crumbs,cauliflower,garlic,olive oil,parmesan,parsley,salt and pepper,unsalted butter",0,0,0,0,44.0,14.13,36.6,49.27,754.54,31.16,1.2,94.38,105.93,80.26,3.04,912.25,0.49,11.93,10.6,0.0,0,0,0,0,1,1,1
My Caesar Salad. Part 2,0,0,0,0,"anchovy,balsamic vinegar,bell pepper,crusty bread,dijon mustard,garlic,juice of lemon,olive oil,olive oil,parmesan cheese,parmesan cheese,romaine hearts,salt,salt,worcestershire sauce",0,0,0,0,49.0,12.31,65.95,21.74,697.97,51.73,7.31,38.38,55.57,27.05,1.96,1155.45,0.15,6.48,4.57,0.0,1,0,1,1,0,1,1
Avocado And Prawn Open Lasagna With Anchovy Butter,0,0,1,0,"anchovy,avocado,bell pepper,chives,egg,extra-virgin olive oil,lemon juice,prawn,red wine vinegar,sea salt,shallot,unsalted butter",0,0,0,0,37.0,11.39,74.94,13.67,760.19,65.78,8.84,26.98,102.21,254.87,3.21,791.67,0.63,6.84,15.89,0.0,1,0,1,1,0,1,1
Roasted Poussins with Anchovy-Mustard Pan Sauce,0,0,0,0,"anchovy,chicken stock,chives,flat-leaf parsley,flour,salt and pepper,shallots,sweet paprika,thyme,unsalted butter,whole-grain mustard,poussins",0,0,0,0,1.0,11.92,66.23,21.85,61.8,4.69,0.45,3.48,8.21,12.03,0.19,310.88,0.04,0.87,0.67,0.0,1,0,1,1,0,1,1
Anchovy and White Bean Pizza,0,0,0,0,"canned anchovies,canned great northern beans,garlic clove,lemon juice,olive oil,oregano,parmesan cheese,pepper,bell pepper,pizza crust,red onion",0,1,0,0,54.0,14.93,19.19,65.88,4352.03,92.56,6.58,714.75,178.32,56.69,3.51,9485.28,0.6,25.18,34.63,0.0,0,0,0,0,1,1,1
"Ribeye Steaks and Mushrooms with a Herb, Citrus, and Anchovy Butter",0,0,1,0,"anchovy filets,chives,garlic,grapeseed oil,kosher salt,kosher salt,lemon zest,mushrooms,orange zest,parsley,bell pepper,ribeye steaks,unsalted butter",0,0,0,0,20.0,16.76,78.23,5.01,604.49,53.32,5.95,7.68,41.65,132.73,6.26,849.18,0.18,3.59,2.84,0.0,1,0,1,1,0,1,1
Spaghetti with Anchovies and Bread Crumbs (Spaghetti con Acciughe e Mollica),0,0,0,1,"bread crumbs,chiles,flat-leaf parsley,garlic cloves,olive oil,salt packed anchovies,spaghetti",0,0,0,0,20.0,10.03,35.84,54.13,378.18,14.99,2.06,50.93,36.76,0.0,1.0,304.24,0.21,2.47,2.43,0.0,0,0,0,0,1,1,1
Grilled Sirloin with Anchovy-Lemon Butter and Broccoli Rabe,0,0,1,0,"anchovy paste,broccoli rabe,crushed red pepper,garlic cloves,ground pepper,kosher salt,lemon juice,lemon rind,lower sodium beef broth,olive oil,onion,sirloin steak,unsalted butter",0,0,0,0,22.0,47.05,47.1,5.85,235.73,12.31,1.68,3.44,41.29,84.86,5.2,460.13,0.12,0.73,1.91,0.0,1,1,0,1,1,1,1
"Seared Scallops with Basil, Anchovy and Sweet Corn Pudding",0,0,0,0,"anchovy,basil,corn kernels,eggs,flour,heavy cream,lemon juice,olive oil,pea shoots,salt,sea scallops,unsalted butter,water,whole milk",0,0,0,0,7.0,18.17,64.44,17.39,485.85,35.38,2.68,21.49,47.99,201.01,1.98,844.98,0.11,4.4,1.56,0.0,1,0,1,1,0,1,1
Pissaladière,0,0,0,1,"bay leaf,olive oil,olives,oregano,pizza crust,roasted red bell pepper,salt,salt packed anchovy,thyme sprigs,yellow onions",0,0,0,0,0.0,10.19,35.65,54.16,27.0,1.09,0.16,3.71,0.0,0.0,0.0,126.0,0.0,0.27,0.28,0.0,0,0,0,0,1,1,1
"Olives Stuffed with Almonds, Anchovies and Peppers",0,0,1,1,"almonds,garlic clove,oil packed tuna,olive oil,olives,orange zest,piquillo peppers,sherry vinegar",0,0,0,0,1.0,4.45,85.86,9.69,107.84,10.84,2.74,2.75,12.6,0.14,0.0,609.4,0.08,0.49,1.65,0.0,1,0,1,1,0,1,1
Serious Ragu,0,0,1,1,"anchovy,beef,canned tomatoes,carrot,celery,garlic,lamb chops,nutmeg,olive oil,parsley leaves,pork spareribs,salt and pepper,tomato sauce,white wine,yellow onion",0,1,0,1,76.0,29.79,63.86,6.35,1890.97,130.02,7.99,29.11,204.72,517.03,26.78,1521.22,1.23,17.23,7.31,6.18,1,1,1,1,0,1,1
Kalamata Olive Tapenade With Shallots,0,0,1,1,"anchovy,bell pepper,garlic,juice of lemon,kalamata olives,olive oil,oregano leaves,pine nuts,shallot",0,0,0,0,31.0,4.84,78.36,16.8,432.94,40.61,10.73,19.58,74.04,2.4,1.2,2657.52,0.41,5.84,10.55,0.0,1,0,1,1,0,1,1
"Spanish Anchovy, Fennel, and Preserved Lemon Salad",1,1,1,1,"baby arugula,fennel bulb,olive oil,preserved lemon,red onion,red wine vinegar,vinegar",0,0,0,0,10.0,2.27,89.01,8.72,162.18,15.94,2.34,3.51,14.5,0.0,0.16,21.6,0.04,0.73,1.39,0.0,1,0,1,1,0,1,1
Anchovy and Rosemary Roasted Lamb,0,0,1,1,"anchovy,black pepper,fresh rosemary,garlic cloves,leg of lamb,olive oil,salt",0,1,0,0,56.0,53.96,44.86,1.18,459.39,22.25,1.96,1.32,81.57,186.49,11.12,959.53,0.39,0.03,0.0,0.0,1,1,0,1,1,1,1
Salade Niçoise Sandwich,0,0,0,1,"anchovy,baguette,black pepper,canned tuna,cherry tomatoes,green beans,olive oil,olives,red onion,red wine vinegar",0,1,0,0,55.0,26.08,30.32,43.6,376.65,12.99,2.8,42.02,71.77,31.82,1.5,869.29,0.3,5.53,5.72,0.0,0,0,0,0,1,1,1
Green Goddess Dip,1,0,1,0,"fresh basil,fresh chives,fresh flat-leaf parsley,fresh mint,fresh tarragon,lemon juice,mayonnaise,potato chips,shallot,sour cream,crudités",0,0,0,0,8.0,3.56,80.83,15.61,527.02,48.36,3.27,21.02,40.65,56.61,1.22,385.98,0.18,4.56,2.05,0.0,1,0,1,1,0,1,1
Cook the Book: Steak with Anchovy Butter,0,0,1,0,"anchovy filets,butter,canola oil,extra virgin olive oil,fresh flat-leaf parsley,garlic clove,kosher salt,kosher salt,pepper,steak,unsalted butter",0,0,0,0,19.0,23.72,76.0,0.28,777.59,66.2,1.92,0.54,50.94,211.42,11.71,427.29,0.2,0.05,0.0,0.0,1,0,1,1,0,1,1
Potato Salad With Horseradish,0,0,1,1,"anchovy,baby potatoes,bacon,coarse salt,extra virgin olive oil,flat-leaf parsley,horseradish,lemon juice,scallions,white potatoes,yellow bell pepper",0,0,0,0,11.0,8.63,59.6,31.77,311.12,21.05,1.89,25.24,43.17,15.32,0.87,376.49,0.44,1.36,4.02,0.0,0,0,1,0,0,1,1
Spaghetti with Anchovy Carbonara,0,0,0,1,"aleppo pepper,anchovies,egg yolks,flat-leaf parsley,garlic cloves,lemon zest,olive oil,oregano,salt and pepper,spaghetti",0,0,0,0,30.0,12.92,33.01,54.07,489.01,17.82,2.6,65.71,57.2,100.73,1.74,221.2,0.3,2.44,3.46,0.0,0,0,0,0,1,1,1
Cod with Crushed Potatoes and Anchovy-Olive Oil Emulsion,0,0,1,1,"anchovy,capers,chicken stock,chives,coarse salt,cod fillets,dijon mustard,fingerling potatoes,garlic,lemon zest,olive oil,olive oil,olives,olives,shallots",0,1,0,0,100.0,19.26,24.67,56.07,796.29,22.09,4.07,112.94,195.28,61.78,2.55,492.52,0.75,5.29,14.62,0.0,0,0,0,0,1,1,1
Green Goddess Dip,0,0,1,0,"anchovy,coarse salt,fresh chives,fresh flat-leaf parsley,fresh tarragon,garlic clove,mayonnaise,scallions,sour cream,white-wine vinegar,crudites",0,0,0,0,1.0,2.59,94.24,3.17,203.46,21.46,0.88,1.62,7.45,22.33,0.21,357.97,0.02,1.19,0.0,0.0,1,0,1,1,0,1,1
Summer Vegetable and Potato Salad with Anchovy Dressing,0,0,1,0,"bay leaves,black peppercorns,cherry tomatoes,fingerling potatoes,garlic cloves,green beans,marjoram,milk,oil packed tuna,olive oil,parsley,red wine vinegar,rosemary,salt and pepper,thyme,yellow wax beans",0,1,0,0,100.0,8.98,23.02,68.0,560.9,14.73,2.42,97.91,141.74,1.62,1.87,244.09,0.66,7.0,13.1,0.0,0,0,0,0,1,1,1
Stuffed Artichokes,0,0,0,1,"artichoke,breadcrumbs,canned anchovy fillets,garlic,olive oil",0,0,0,0,45.0,21.17,38.46,40.37,520.76,22.57,4.19,53.31,139.89,48.19,2.83,2596.11,0.63,4.65,9.4,0.0,0,0,0,0,1,1,1
Pasta With Cauliflower,0,0,0,0,"anchovies,cauliflower,extra virgin olive oil,italian seasoned bread crumbs,onion,parsley,pecorino romano cheese,spaghetti",0,1,0,0,86.0,15.68,16.44,67.88,608.88,11.11,1.14,103.2,96.73,14.53,2.6,349.04,0.45,7.42,7.24,0.0,0,0,0,0,1,1,1
Pasta Con Sarde,0,0,0,1,"anchovies,cauliflower,chicken,extra virgin olive oil,onion,pam,pasta,spaghetti,tomato sauce,whole wheat breadcrumbs",0,0,0,0,5.0,21.06,26.3,52.64,238.64,6.98,0.42,31.45,32.89,27.66,1.1,108.66,0.15,2.25,2.23,0.0,0,0,0,0,1,1,1
Pasta With Green Puttanesca,0,0,0,1,"anchovy,baby spinach leaves,basil leaves,crushed red pepper,extra virgin olive oil,garlic cloves,greens,olives,sea salt,spaghetti",0,1,0,0,76.0,10.69,41.06,48.25,755.23,34.81,7.29,92.03,143.55,6.0,2.39,814.15,0.54,3.69,7.02,0.0,0,0,0,0,1,1,1
Faith Hill's Greek Salad,1,0,1,0,"balsamic vinegar,coarse salt,english cucumbers,feta cheese,green bell pepper,green olives,kalamata olives,olive oil,red bell pepper,red onion,romaine hearts,tomatoes,yellow bell pepper",0,0,0,0,39.0,11.16,68.77,20.07,423.83,33.58,4.53,22.06,61.69,53.4,2.46,1504.86,0.25,11.94,5.9,0.0,1,0,1,1,0,1,1
Bagna Cauda,0,0,0,0,"anchovy,bread,garlic cloves,olive oil,steel cut oats,unsalted butter",0,0,0,0,1.0,12.45,38.41,49.14,347.72,15.05,1.25,43.33,0.0,7.55,0.0,10.44,0.0,0.1,7.12,0.0,0,0,0,0,1,1,1
Grilled Sausage Appetizer With Gremolata,0,0,0,1,"anchovy,crusty bread,fresh flat-leaf parsley,garlic cloves,lemon zest,long pasta,olive oil,pepper,pine nuts,salt,sausage",0,1,0,0,65.0,17.04,81.2,1.76,2579.77,231.99,8.6,11.33,192.54,492.28,17.3,4927.95,0.97,1.73,2.62,0.0,1,0,1,1,0,1,1
The Ultimate Caesar Salad,0,0,0,0,"anchovy,bell pepper,dijon mustard,egg yolks,french baguette,garlic,juice of lemon,olive oil,parmesan,romaine lettuce,water,watercress",0,1,0,0,77.0,9.86,67.7,22.44,423.67,33.1,5.87,24.69,66.13,104.3,1.54,278.72,0.22,7.51,8.78,0.0,1,0,1,1,0,1,1
Grilled Salmon With Basil Aioli,0,0,1,1,"anchovy fillets,baby zucchini,egg yolks,fresh basil,garlic cloves,lemon juice,olive oil,pepper sauce,red wine vinegar,salmon fillet,water,worcestershire sauce",0,1,0,0,58.0,35.15,63.89,0.96,360.18,25.13,2.17,0.86,45.59,144.91,1.13,80.47,0.39,0.16,0.0,0.0,1,1,1,1,0,1,1
Chicken Confit,0,0,1,0,"anchovy,bell pepper,chicken cutlets,extra virgin olive oil,garlic cloves,kosher salt,lemon juice,parmesan cheese,red pepper flakes,rosemary,shallots,thyme",0,0,0,0,48.0,41.43,52.05,6.52,772.28,44.02,6.68,12.42,114.75,228.82,2.75,731.03,0.18,5.61,2.83,0.0,1,1,1,1,0,1,1
Italian Salsa Verde,0,0,0,1,"anchovy,capers,cornichons,olive oil,parsley leaves,sea salt,white sandwich bread,white wine vinegar",0,1,0,0,70.0,12.97,33.21,53.82,403.81,15.08,2.54,54.98,73.15,4.0,1.86,1201.75,0.32,5.86,5.87,0.0,0,0,0,0,1,1,1
Pissaladiere Strips,0,0,0,0,"anchovy,baking powder,flour,fresh rosemary,olive oil,onion,red bell pepper,salt,unsalted butter,whole milk,yellow bell pepper,niçoise",0,0,0,0,4.0,6.78,52.16,41.06,251.54,14.71,1.43,26.05,14.07,20.39,0.39,208.19,0.07,2.41,1.46,0.0,0,0,1,0,0,1,1
Broccoli Rabe With Garlic & Anchovies,0,0,1,1,"anchovy,broccoli rabe,crushed red pepper,garlic,olive oil,bell pepper,salt",0,1,0,0,75.0,16.77,37.79,45.44,48.32,2.13,2.02,5.77,17.53,0.58,0.49,39.69,0.03,3.28,2.57,0.0,0,0,0,0,1,1,1
"Roast Pork Loin, Turnips, Garlic and Anchovies",0,0,1,1,"anchovies,capers,extra virgin olive oil,garlic,onions,parsley,red wine vinegar,sea salt,turnips",0,0,0,0,17.0,5.21,71.28,23.51,176.52,14.38,2.11,10.67,17.91,2.4,0.42,302.51,0.11,4.87,2.36,0.0,0,0,1,0,0,1,1
